Date,TCWRS,ETI-5,eti_available_count,eti_raw_score,eti_capped_score,eti_cap_reason,Tail Risk,BCD,CP,bear_trend_score,bear_trend_floor_signal,red_confirmed_by,signal_before_stability_rule,signal_after_stability_rule,red_lock_active,Signal,Close,forward_5d_max_drawdown,forward_10d_max_drawdown,forward_20d_max_drawdown,forward_40d_max_drawdown,forward_60d_max_drawdown,Forward 20D Max Drawdown %,false_positive_20d,false_positive_40d,false_positive_60d,delayed_valid_signal,False Positive,Drawdown Avoided %
2022-01-03,0,0,1,0,0,available components <= 2; capped at 2,8.92,0.0,1.78,0,,,Green,Green,False,Green,18270.51,-0.55,-0.55,-3.26,-7.91,-7.91,-3.26,False,False,False,False,False,0.0
2022-01-04,0,0,1,0,0,available components <= 2; capped at 2,12.6,0.0,2.52,0,,,Green,Green,False,Green,18526.35,-1.92,-1.92,-4.6,-9.18,-9.18,-4.6,False,False,False,False,False,0.0
2022-01-05,4,0,1,0,0,available components <= 2; capped at 2,10.17,12.0,4.83,0,,,Green,Green,False,Green,18499.96,-1.78,-1.78,-4.46,-9.05,-9.05,-4.46,False,False,False,False,False,0.0
2022-01-06,8,0,1,0,0,available components <= 2; capped at 2,10.73,24.0,7.75,0,,,Green,Green,False,Green,18367.92,-1.08,-1.08,-3.78,-8.4,-8.4,-3.78,False,False,False,False,False,0.0
2022-01-07,12,0,1,0,0,available components <= 2; capped at 2,16.06,36.0,11.61,0,,,Green,Green,False,Green,18169.76,0.38,-1.49,-2.73,-7.4,-7.4,-2.73,False,False,False,False,False,0.0
2022-01-10,4,0,1,0,0,available components <= 2; capped at 2,11.45,3.1,4.2,0,,,Green,Green,False,Green,18239.38,0.27,-1.86,-3.1,-7.75,-7.75,-3.1,False,False,False,False,False,0.0
2022-01-11,4,0,1,0,0,available components <= 2; capped at 2,10.48,2.57,3.95,0,,,Green,Green,False,Green,18288.21,0.48,-3.21,-3.36,-8.0,-8.0,-3.36,False,False,False,False,False,0.0
2022-01-12,0,0,1,0,0,available components <= 2; capped at 2,10.52,1.63,2.27,0,,,Green,Green,False,Green,18375.4,-0.81,-3.81,-3.81,-8.44,-8.44,-3.81,False,False,False,False,False,0.0
2022-01-13,0,0,1,0,0,available components <= 2; capped at 2,10.32,0.97,2.16,0,,,Green,Green,False,Green,18436.93,-1.19,-4.14,-4.14,-8.74,-8.74,-4.14,False,False,False,False,False,0.0
2022-01-14,4,0,1,0,0,available components <= 2; capped at 2,10.43,12.0,4.89,0,,,Green,Green,False,Green,18403.33,-2.74,-3.96,-3.96,-8.57,-8.57,-3.96,False,False,False,False,False,0.0
2022-01-17,0,0,1,0,0,available components <= 2; capped at 2,9.73,0.01,1.95,0,,,Green,Green,False,Green,18525.44,-3.38,-4.59,-4.59,-9.18,-10.28,-4.59,False,False,False,False,False,0.0
2022-01-18,12,0,1,0,0,available components <= 2; capped at 2,10.4,12.0,8.08,0,,,Green,Green,False,Green,18378.64,-3.69,-3.83,-4.27,-8.45,-9.56,-4.27,False,False,False,False,False,0.0
2022-01-19,28,1,1,1,1,available components <= 2; capped at 2,14.48,24.0,22.5,0,,,Yellow,Yellow,False,Yellow,18227.46,-3.03,-3.03,-3.47,-7.69,-10.56,-3.47,False,False,False,False,False,0.0
2022-01-20,32,1,1,1,1,available components <= 2; capped at 2,10.9,36.0,24.58,0,,,Yellow,Yellow,False,Yellow,18218.28,-2.99,-2.99,-3.42,-7.65,-10.51,-3.42,False,False,False,False,False,0.0
2022-01-21,35,1,1,1,1,available components <= 2; capped at 2,16.2,48.0,28.04,2,Yellow,,Yellow,Yellow,False,Yellow,17899.3,-1.26,-1.26,-1.7,-6.0,-8.92,-1.7,False,False,False,False,False,0.0
2022-01-24,23,1,1,1,1,available components <= 2; capped at 2,13.16,7.86,18.62,2,Yellow,,Yellow,Yellow,False,Yellow,17989.04,-1.75,-1.75,-2.19,-6.47,-9.37,-2.19,False,False,False,False,False,0.0
2022-01-25,31,1,1,1,1,available components <= 2; capped at 2,14.4,15.28,22.81,2,Yellow,,Yellow,Yellow,False,Yellow,17701.12,-0.15,-0.15,-0.6,-4.95,-7.9,-0.6,False,False,False,False,False,0.0
2022-01-26,35,1,1,1,1,available components <= 2; capped at 2,15.74,24.0,25.55,2,Yellow,,Yellow,Yellow,False,Yellow,17674.4,1.28,1.28,-2.8,-4.8,-7.76,-2.8,False,False,False,False,False,0.0
2022-02-07,23,1,1,1,1,available components <= 2; capped at 2,15.15,8.65,19.09,2,Yellow,,Yellow,Yellow,False,Yellow,17900.3,0.37,0.29,-6.01,-6.01,-8.92,-6.01,False,False,False,False,False,0.0
2022-02-08,23,1,1,1,1,available components <= 2; capped at 2,15.19,6.49,18.89,2,Yellow,,Yellow,Yellow,False,Yellow,17966.56,-0.08,-0.08,-6.35,-6.35,-10.67,-6.35,False,False,False,False,False,0.0
2022-02-09,20,1,1,1,1,available components <= 2; capped at 2,14.64,4.04,17.33,0,,,Yellow,Yellow,False,Yellow,18151.76,-1.1,-1.1,-7.31,-7.31,-11.58,-7.31,False,False,False,False,False,0.0
2022-02-10,0,0,1,0,0,available components <= 2; capped at 2,15.32,2.03,3.27,0,,,Green,Green,False,Green,18338.05,-2.11,-4.05,-8.25,-8.25,-12.72,-8.25,False,False,False,False,False,0.0
2022-02-11,4,0,1,0,0,available components <= 2; capped at 2,15.06,12.0,5.81,0,,,Green,Green,False,Green,18310.94,-1.96,-3.91,-8.11,-8.11,-14.71,-8.11,False,False,False,False,False,0.0
2022-02-14,35,1,1,1,1,available components <= 2; capped at 2,16.71,24.0,25.74,2,Yellow,,Yellow,Yellow,False,Yellow,17997.67,-0.25,-2.24,-6.51,-6.51,-13.23,-6.51,False,False,False,False,False,0.0
2022-02-15,35,1,1,1,1,available components <= 2; capped at 2,17.65,36.0,27.13,2,Yellow,,Yellow,Yellow,False,Yellow,17951.81,0.1,-1.99,-6.28,-6.28,-13.01,-6.28,False,False,False,False,False,0.0
2022-02-16,0,0,1,0,0,available components <= 2; capped at 2,17.2,3.18,3.76,0,,,Green,Green,False,Green,18231.47,-1.44,-3.49,-7.71,-7.71,-14.34,-7.71,False,False,False,False,False,0.0
2022-02-17,0,0,1,0,0,available components <= 2; capped at 2,17.1,2.78,3.7,0,,,Green,Green,False,Green,18268.57,-3.69,-3.69,-7.9,-7.9,-14.52,-7.9,False,False,False,False,False,0.0
2022-02-18,4,0,1,0,0,available components <= 2; capped at 2,17.04,12.0,6.21,0,,,Green,Green,False,Green,18232.35,-3.5,-5.78,-7.72,-7.72,-14.35,-7.72,False,False,False,False,False,0.0
2022-02-21,4,0,1,0,0,available components <= 2; capped at 2,17.03,24.0,7.41,0,,,Green,Green,False,Green,18221.49,-3.44,-7.66,-7.66,-7.66,-14.3,-7.66,False,False,False,False,False,0.0
2022-02-22,35,1,1,1,1,available components <= 2; capped at 2,17.56,36.0,27.11,2,Yellow,,Yellow,Yellow,False,Yellow,17969.29,-2.09,-6.37,-6.37,-6.37,-13.09,-6.37,False,False,False,False,False,0.0
2022-02-23,20,1,1,1,1,available components <= 2; capped at 2,17.52,5.08,18.01,0,,,Yellow,Yellow,False,Yellow,18055.73,-2.55,-6.81,-6.81,-7.95,-13.51,-6.81,False,False,False,False,False,0.0
2022-02-24,31,1,1,1,1,available components <= 2; capped at 2,22.99,12.48,24.25,2,Yellow,,Yellow,Yellow,False,Yellow,17594.55,0.33,-4.37,-4.37,-5.53,-11.24,-4.37,False,False,False,False,False,0.0
2022-02-25,23,1,1,1,1,available components <= 2; capped at 2,20.12,10.1,20.23,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17652.18,-2.68,-4.68,-4.68,-7.64,-11.53,-4.68,False,False,False,False,False,0.0
2022-03-01,23,1,1,1,1,available components <= 2; capped at 2,19.79,6.78,19.84,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17898.25,-5.99,-5.99,-5.99,-8.91,-12.75,-5.99,False,False,False,False,False,0.0
2022-03-02,27,1,1,1,1,available components <= 2; capped at 2,19.69,12.0,21.94,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17867.6,-5.83,-5.83,-5.83,-8.75,-12.6,-5.83,False,False,False,False,False,0.0
2022-03-03,23,1,1,1,1,available components <= 2; capped at 2,18.57,6.39,19.55,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17934.4,-6.18,-6.18,-6.18,-9.09,-12.92,-6.18,False,False,False,False,False,0.0
2022-03-04,31,1,1,1,1,available components <= 2; capped at 2,19.15,12.0,23.43,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17736.52,-5.14,-5.14,-5.14,-8.08,-11.95,-5.14,False,False,False,False,False,0.0
2022-03-07,35,1,1,1,1,available components <= 2; capped at 2,37.92,24.0,29.98,3,Strengthened Yellow,,Strengthened Yellow,Strengthened Yellow,False,Strengthened Yellow,17178.69,-2.06,-2.06,-2.06,-5.1,-9.09,-2.06,False,False,False,False,False,0.0
2022-03-08,35,1,1,1,1,available components <= 2; capped at 2,46.24,36.0,32.85,4,Orange,,Orange,Orange,False,Orange,16825.25,0.6,0.6,0.6,-3.1,-7.18,0.6,True,True,True,False,True,7.18
2022-03-09,23,1,1,1,1,available components <= 2; capped at 2,23.36,23.96,22.27,4,Orange,,Orange,Orange,False,Orange,17015.36,-0.52,-0.52,-0.52,-5.68,-8.22,-0.52,True,True,True,False,True,8.22
2022-03-10,23,1,1,1,1,available components <= 2; capped at 2,25.4,11.8,21.46,4,Orange,,Orange,Orange,False,Orange,17433.2,-2.91,-2.91,-2.91,-7.94,-10.42,-2.91,True,True,False,True,False,10.42
2022-03-11,31,1,1,1,1,available components <= 2; capped at 2,25.55,14.54,24.96,4,Orange,,Orange,Orange,False,Orange,17264.74,-1.96,-1.96,-1.96,-7.29,-9.55,-1.96,True,True,True,False,True,9.55
2022-03-14,35,1,1,1,1,available components <= 2; capped at 2,24.85,24.0,27.37,4,Orange,,Orange,Orange,False,Orange,17263.04,-1.95,-1.95,-1.95,-9.54,-9.54,-1.95,True,False,True,True,False,9.54
2022-03-15,35,1,1,1,1,available components <= 2; capped at 2,25.82,36.0,28.76,4,Orange,,Orange,Orange,False,Orange,16926.06,0.09,0.09,0.09,-7.74,-7.74,0.09,True,True,True,False,True,7.74
2022-03-16,23,1,1,1,1,available components <= 2; capped at 2,24.67,19.42,22.08,4,Orange,,Orange,Orange,False,Orange,16940.83,3.0,3.0,0.3,-7.82,-7.82,0.3,True,True,True,False,True,7.82
2022-03-17,23,1,1,1,1,available components <= 2; capped at 2,28.1,11.64,21.98,4,Orange,,Orange,Orange,False,Orange,17448.22,0.05,0.05,-3.15,-10.5,-10.5,-3.15,True,False,False,True,False,10.5
2022-03-18,23,1,1,1,1,available components <= 2; capped at 2,28.12,11.55,21.98,4,Orange,,Orange,Orange,False,Orange,17456.52,0.59,0.36,-3.19,-10.54,-10.54,-3.19,True,False,False,True,False,10.54
2022-03-21,15,0,1,0,0,available components <= 2; capped at 2,28.31,10.43,12.7,4,Orange,,Orange,Orange,False,Orange,17560.36,-0.23,-0.23,-3.77,-11.07,-11.07,-3.77,True,False,False,True,False,11.07
2022-03-22,19,0,1,0,0,available components <= 2; capped at 2,27.85,12.0,14.37,4,Orange,,Orange,Orange,False,Orange,17559.71,-0.23,-2.17,-3.76,-11.07,-12.48,-3.76,True,False,False,True,False,12.48
